ticker,date,weighted_joy,weighted_fear,weighted_anger,weighted_sadness,weighted_surprise,weighted_neutral,weighted_polarity,topic_score,headline_count,label_1d,label_3d,label_5d,emotion_std,weighted_joy_prev,weighted_fear_prev,weighted_anger_prev,weighted_sadness_prev,weighted_surprise_prev,dominant_emotion
AAPL,2018-12-03,0.017856512778886488,0.04779683152661638,0.015308733299660565,0.00785795360855273,0.6953959708027638,0.27334979778665053,0.6422889651468205,0.9425656795501708,1,0,0,0,0.30144489776231764,0.09854981550750613,0.0030632664769773394,0.006078769031012752,0.0007988943032286832,0.5859766565709776,4
AAPL,2018-12-10,0.11542795423880031,0.07382822534070856,0.020073486930272073,0.01773117794793936,0.7522733716304232,0.08318467661814208,0.7560684356503035,0.9240317344665528,1,0,1,0,0.3136828347749058,0.017856512778886488,0.04779683152661638,0.015308733299660565,0.00785795360855273,0.6953959708027638,4
AAPL,2019-03-29,0.22758932817062316,0.027282606562443856,0.03208200854509562,0.0018910902253994205,0.763815906773516,0.010858209238887978,0.9301495296112001,0.7797397375106812,1,1,1,1,0.3222459475368809,0.11542795423880031,0.07382822534070856,0.020073486930272073,0.01773117794793936,0.7522733716304232,4
AAPL,2019-04-08,0.018320977729549305,0.18435207025082434,0.003174493297787125,0.0020981717676572466,0.5687044012141769,0.43544861381572275,0.3974006436274574,0.704060971736908,1,0,0,0,0.24347661064646367,0.22758932817062316,0.027282606562443856,0.03208200854509562,0.0018910902253994205,0.763815906773516,4
AAPL,2019-10-21,0.0929187136255906,0.10061108016871412,0.010505187005356834,0.02057550805354943,0.9401657263139781,0.08400386107032348,0.9013926647119485,0.9543322324752808,1,0,1,1,0.39744844128889184,0.018320977729549305,0.18435207025082434,0.003174493297787125,0.0020981717676572466,0.5687044012141769,4
AAPL,2020-02-18,0.02575536455407816,0.04350150196623159,0.003633297276399372,0.00123972284577063,0.6992016666582543,0.02873993759414828,0.676582509123931,0.754535436630249,2,1,0,0,0.30489551063849724,0.0929187136255906,0.10061108016871412,0.010505187005356834,0.02057550805354943,0.9401657263139781,4
AAPL,2020-04-20,0.19889805092793722,0.009972880249543768,0.0036890229332432957,0.0022566147896671274,0.7712142771019899,0.07404825672907119,0.9541938100574727,0.8967037200927734,1,0,0,1,0.33166198514309164,0.02575536455407816,0.04350150196623159,0.003633297276399372,0.00123972284577063,0.6992016666582543,4
AAPL,2020-06-03,0.1851462348414401,0.2909353279843607,0.19507873500830716,0.00569280659280466,0.6479324855498091,0.0026561267289365313,0.3413718508057767,0.6655219197273254,1,0,1,1,0.2376003725762194,0.19889805092793722,0.009972880249543768,0.0036890229332432957,0.0022566147896671274,0.7712142771019899,4
AAPL,2020-08-03,0.02918890820673422,0.006818588372725597,0.003131827289903867,0.003990630764705261,0.6997961566042932,0.010286773363787905,0.7150440183836926,0.7949352264404297,1,1,1,1,0.3083224928674363,0.1851462348414401,0.2909353279843607,0.19507873500830716,0.00569280659280466,0.6479324855498091,4
AAPL,2020-08-24,0.1554515775455911,0.011692170704700145,0.007908390276511969,0.0028627659117565507,0.6518927321057504,0.11479001616845606,0.7848809827583727,0.652735710144043,1,0,0,1,0.2791149536129696,0.02918890820673422,0.006818588372725597,0.003131827289903867,0.003990630764705261,0.6997961566042932,4
AAPL,2020-08-31,0.012191539706625003,0.10095561469329303,0.016226076826221465,0.002895536358462297,0.7213534519075715,0.015516239951279848,0.6134677637362197,0.7897769212722778,2,1,0,0,0.31033407939481633,0.1554515775455911,0.011692170704700145,0.007908390276511969,0.0028627659117565507,0.6518927321057504,4
AAPL,2021-03-02,0.007804629449993545,0.000637168823255786,0.0008604029849118849,0.0002650156773651607,0.5669420984005455,0.0032597323133257295,0.5729841403650062,0.6125906705856323,1,0,0,0,0.2524939967387974,0.012191539706625003,0.10095561469329303,0.016226076826221465,0.002895536358462297,0.7213534519075715,4
AAPL,2021-03-11,0.018957881370692042,0.037706177393368887,0.0032687022660501607,0.005905476289126565,0.47149454959973625,0.054846113504867185,0.4435720750218827,0.7037443518638611,1,0,1,0,0.20395374577770495,0.007804629449993545,0.000637168823255786,0.0008604029849118849,0.0002650156773651607,0.5669420984005455,4
AAPL,2021-04-12,0.004053202866951391,0.006977269565290781,0.00530868698965673,0.0027195088775490077,0.8803972126565681,0.0019900540209120293,0.869444950091023,0.9140774011611938,1,1,1,1,0.3915979329383451,0.018957881370692042,0.037706177393368887,0.0032687022660501607,0.005905476289126565,0.47149454959973625,4
AAPL,2021-07-15,0.235799112002951,0.0011045004708674494,0.0031730826139247147,0.0008588281831209971,0.5611435641338359,0.01841431399183066,0.7918062648688738,0.6010221242904663,1,0,0,0,0.24588064902520615,0.004053202866951391,0.006977269565290781,0.00530868698965673,0.0027195088775490077,0.8803972126565681,4
AAPL,2021-07-27,0.020848557216511517,0.005969786921384499,0.008162882605803837,0.005798970960524889,0.6561285921963957,0.014097244356934588,0.6570455089251941,0.7067800164222717,1,0,0,1,0.28893724172387714,0.235799112002951,0.0011045004708674494,0.0031730826139247147,0.0008588281831209971,0.5611435641338359,4
AAPL,2021-08-27,0.2720889285845089,0.00169950057994822,0.0014750142785612925,0.0002642925099604248,0.6812592797455181,0.021466458541201654,0.949909400961557,0.734379768371582,1,1,1,1,0.29793600253899954,0.020848557216511517,0.005969786921384499,0.008162882605803837,0.005798970960524889,0.6561285921963957,4
AAPL,2021-09-03,0.0040816172491948835,0.0032410605931344756,0.0012029678922521327,0.0007583629489905529,0.6791339951313623,0.04292147335381496,0.67801322094618,0.7222117781639099,1,1,0,0,0.30268312641565726,0.2720889285845089,0.00169950057994822,0.0014750142785612925,0.0002642925099604248,0.6812592797455181,4
AAPL,2021-09-07,0.10440935677817006,0.3138102933145887,0.09304648989491679,0.011303122985112574,0.4915820936147952,0.002070078921678011,0.17783154419834712,0.918797492980957,1,0,0,0,0.19628804331455024,0.0040816172491948835,0.0032410605931344756,0.0012029678922521327,0.0007583629489905529,0.6791339951313623,4
